Nuclear,Zheleznogorsk MCC1,Zheleznogorsk MCC1,Nuclear
Nuclear,Zheleznogorsk MCC2,Zheleznogorsk MCC2,Nuclear
Hydro,Da MBri,Da MBri,Hydro
Hydro,Longan Jinjitan ,Longan Jinjitan ,Hydro
Hydro,Val dAmbra II PSP,Val dAmbra II PSP,Hydro
Hydro,Val dAmbra II,Val dAmbra II,Hydro
Hydro,Kabeli A,Kabeli A,Hydro
Hydro,Verrs,Verrs,Hydro
